Source,Target,Type,Weight
53,27,Undirected,1
27,53,Undirected,1
53,33,Undirected,1
33,53,Undirected,1
53,34,Undirected,2
34,53,Undirected,2
53,35,Undirected,1
35,53,Undirected,1
53,36,Undirected,1
36,53,Undirected,1
53,38,Undirected,1
38,53,Undirected,1
53,42,Undirected,1
42,53,Undirected,1
53,43,Undirected,2
43,53,Undirected,2
53,45,Undirected,3
45,53,Undirected,3
53,46,Undirected,1
46,53,Undirected,1
54,1,Undirected,1
1,54,Undirected,1
54,35,Undirected,1
35,54,Undirected,1
55,1,Undirected,80
1,55,Undirected,80
55,2,Undirected,72
2,55,Undirected,72
55,3,Undirected,65
3,55,Undirected,65
55,4,Undirected,63
4,55,Undirected,63
55,5,Undirected,18
5,55,Undirected,18
55,8,Undirected,1
8,55,Undirected,1
55,9,Undirected,3
9,55,Undirected,3
55,11,Undirected,5
11,55,Undirected,5
55,12,Undirected,9
12,55,Undirected,9
55,13,Undirected,1
13,55,Undirected,1
55,16,Undirected,2
16,55,Undirected,2
55,25,Undirected,6
25,55,Undirected,6
55,27,Undirected,19
27,55,Undirected,19
55,29,Undirected,3
29,55,Undirected,3
55,30,Undirected,2
30,55,Undirected,2
55,31,Undirected,2
31,55,Undirected,2
55,33,Undirected,12
33,55,Undirected,12
55,34,Undirected,18
34,55,Undirected,18
55,35,Undirected,38
35,55,Undirected,38
55,36,Undirected,12
36,55,Undirected,12
55,37,Undirected,1
37,55,Undirected,1
55,38,Undirected,19
38,55,Undirected,19
55,41,Undirected,11
41,55,Undirected,11
55,42,Undirected,12
42,55,Undirected,12
55,43,Undirected,17
43,55,Undirected,17
55,44,Undirected,1
44,55,Undirected,1
55,45,Undirected,38
45,55,Undirected,38
55,46,Undirected,22
46,55,Undirected,22
55,50,Undirected,4
50,55,Undirected,4
56,1,Undirected,1
1,56,Undirected,1
56,2,Undirected,1
2,56,Undirected,1
56,3,Undirected,1
3,56,Undirected,1
56,46,Undirected,1
46,56,Undirected,1
56,55,Undirected,1
55,56,Undirected,1
57,1,Undirected,5
1,57,Undirected,5
57,2,Undirected,3
2,57,Undirected,3
57,3,Undirected,5
3,57,Undirected,5
57,4,Undirected,4
4,57,Undirected,4
57,8,Undirected,1
8,57,Undirected,1
57,9,Undirected,1
9,57,Undirected,1
57,10,Undirected,1
10,57,Undirected,1
57,12,Undirected,1
12,57,Undirected,1
57,35,Undirected,1
35,57,Undirected,1
57,38,Undirected,1
38,57,Undirected,1
57,41,Undirected,1
41,57,Undirected,1
57,42,Undirected,2
42,57,Undirected,2
57,43,Undirected,1
43,57,Undirected,1
57,44,Undirected,1
44,57,Undirected,1
57,45,Undirected,2
45,57,Undirected,2
57,50,Undirected,1
50,57,Undirected,1
57,55,Undirected,2
55,57,Undirected,2
58,1,Undirected,20
1,58,Undirected,20
58,2,Undirected,16
2,58,Undirected,16
58,3,Undirected,22
3,58,Undirected,22
58,4,Undirected,22
4,58,Undirected,22
58,5,Undirected,6
5,58,Undirected,6
58,8,Undirected,4
8,58,Undirected,4
58,9,Undirected,4
9,58,Undirected,4
58,10,Undirected,4
10,58,Undirected,4
58,11,Undirected,1
11,58,Undirected,1
58,12,Undirected,1
12,58,Undirected,1
58,17,Undirected,1
17,58,Undirected,1
58,25,Undirected,3
25,58,Undirected,3
58,27,Undirected,6
27,58,Undirected,6
58,29,Undirected,1
29,58,Undirected,1
58,30,Undirected,1
30,58,Undirected,1
58,33,Undirected,1
33,58,Undirected,1
58,34,Undirected,1
34,58,Undirected,1
58,35,Undirected,4
35,58,Undirected,4
58,36,Undirected,3
36,58,Undirected,3
58,38,Undirected,4
38,58,Undirected,4
58,41,Undirected,4
41,58,Undirected,4
58,42,Undirected,20
42,58,Undirected,20
58,43,Undirected,3
43,58,Undirected,3
58,45,Undirected,4
45,58,Undirected,4
58,46,Undirected,8
46,58,Undirected,8
58,50,Undirected,1
50,58,Undirected,1
58,55,Undirected,3
55,58,Undirected,3
59,1,Undirected,30
1,59,Undirected,30
59,2,Undirected,29
2,59,Undirected,29
59,3,Undirected,32
3,59,Undirected,32
59,4,Undirected,25
4,59,Undirected,25
59,5,Undirected,5
5,59,Undirected,5
59,8,Undirected,2
8,59,Undirected,2
59,9,Undirected,3
9,59,Undirected,3
59,10,Undirected,1
10,59,Undirected,1
59,11,Undirected,2
11,59,Undirected,2
59,12,Undirected,2
12,59,Undirected,2
59,16,Undirected,1
16,59,Undirected,1
59,25,Undirected,2
25,59,Undirected,2
59,27,Undirected,7
27,59,Undirected,7
59,29,Undirected,2
29,59,Undirected,2
59,30,Undirected,1
30,59,Undirected,1
59,33,Undirected,4
33,59,Undirected,4
59,34,Undirected,8
34,59,Undirected,8
59,35,Undirected,9
35,59,Undirected,9
59,36,Undirected,7
36,59,Undirected,7
59,38,Undirected,3
38,59,Undirected,3
59,41,Undirected,3
41,59,Undirected,3
59,42,Undirected,11
42,59,Undirected,11
59,43,Undirected,8
43,59,Undirected,8
59,44,Undirected,1
44,59,Undirected,1
59,45,Undirected,7
45,59,Undirected,7
59,46,Undirected,12
46,59,Undirected,12
59,48,Undirected,1
48,59,Undirected,1
59,50,Undirected,3
50,59,Undirected,3
59,53,Undirected,1
53,59,Undirected,1
59,55,Undirected,7
55,59,Undirected,7
59,58,Undirected,2
58,59,Undirected,2
60,1,Undirected,2
1,60,Undirected,2
60,2,Undirected,2
2,60,Undirected,2
60,3,Undirected,3
3,60,Undirected,3
60,4,Undirected,1
4,60,Undirected,1
60,5,Undirected,1
5,60,Undirected,1
60,11,Undirected,1
11,60,Undirected,1
60,12,Undirected,1
12,60,Undirected,1
60,21,Undirected,1
21,60,Undirected,1
60,27,Undirected,2
27,60,Undirected,2
60,29,Undirected,1
29,60,Undirected,1
60,30,Undirected,1
30,60,Undirected,1
60,35,Undirected,2
35,60,Undirected,2
60,36,Undirected,1
36,60,Undirected,1
60,38,Undirected,2
38,60,Undirected,2
60,41,Undirected,1
41,60,Undirected,1
60,43,Undirected,1
43,60,Undirected,1
60,45,Undirected,1
45,60,Undirected,1
60,46,Undirected,2
46,60,Undirected,2
60,58,Undirected,1
58,60,Undirected,1
60,59,Undirected,1
59,60,Undirected,1
61,1,Undirected,3
1,61,Undirected,3
61,2,Undirected,3
2,61,Undirected,3
61,3,Undirected,3
3,61,Undirected,3
61,4,Undirected,3
4,61,Undirected,3
61,33,Undirected,1
33,61,Undirected,1
61,34,Undirected,1
34,61,Undirected,1
61,35,Undirected,1
35,61,Undirected,1
61,42,Undirected,1
42,61,Undirected,1
61,43,Undirected,1
43,61,Undirected,1
61,45,Undirected,1
45,61,Undirected,1
61,59,Undirected,1
59,61,Undirected,1
62,1,Undirected,5
1,62,Undirected,5
62,2,Undirected,4
2,62,Undirected,4
62,3,Undirected,5
3,62,Undirected,5
62,4,Undirected,3
4,62,Undirected,3
62,8,Undirected,1
8,62,Undirected,1
62,9,Undirected,2
9,62,Undirected,2
62,10,Undirected,1
10,62,Undirected,1
62,12,Undirected,1
12,62,Undirected,1
62,14,Undirected,1
14,62,Undirected,1
62,27,Undirected,2
27,62,Undirected,2
62,36,Undirected,1
36,62,Undirected,1
62,42,Undirected,2
42,62,Undirected,2
62,45,Undirected,1
45,62,Undirected,1
62,46,Undirected,4
46,62,Undirected,4
62,58,Undirected,1
58,62,Undirected,1
63,1,Undirected,3
1,63,Undirected,3
63,2,Undirected,2
2,63,Undirected,2
63,3,Undirected,2
3,63,Undirected,2
63,4,Undirected,2
4,63,Undirected,2
63,35,Undirected,2
35,63,Undirected,2
63,36,Undirected,1
36,63,Undirected,1
63,45,Undirected,1
45,63,Undirected,1
63,46,Undirected,2
46,63,Undirected,2
64,1,Undirected,3
1,64,Undirected,3
64,2,Undirected,2
2,64,Undirected,2
64,3,Undirected,3
3,64,Undirected,3
64,4,Undirected,1
4,64,Undirected,1
64,36,Undirected,2
36,64,Undirected,2
64,38,Undirected,1
38,64,Undirected,1
64,41,Undirected,1
41,64,Undirected,1
64,42,Undirected,1
42,64,Undirected,1
64,45,Undirected,1
45,64,Undirected,1
64,55,Undirected,1
55,64,Undirected,1
64,57,Undirected,1
57,64,Undirected,1
64,59,Undirected,1
59,64,Undirected,1
65,1,Undirected,2
1,65,Undirected,2
65,2,Undirected,2
2,65,Undirected,2
65,3,Undirected,2
3,65,Undirected,2
65,4,Undirected,2
4,65,Undirected,2
65,5,Undirected,1
5,65,Undirected,1
65,9,Undirected,1
9,65,Undirected,1
65,12,Undirected,1
12,65,Undirected,1
65,33,Undirected,1
33,65,Undirected,1
65,34,Undirected,1
34,65,Undirected,1
65,35,Undirected,1
35,65,Undirected,1
65,36,Undirected,1
36,65,Undirected,1
65,41,Undirected,1
41,65,Undirected,1
65,42,Undirected,1
42,65,Undirected,1
65,45,Undirected,2
45,65,Undirected,2
65,46,Undirected,1
46,65,Undirected,1
65,55,Undirected,1
55,65,Undirected,1
66,1,Undirected,9
1,66,Undirected,9
66,2,Undirected,8
2,66,Undirected,8
66,3,Undirected,6
3,66,Undirected,6
66,4,Undirected,4
4,66,Undirected,4
66,5,Undirected,3
5,66,Undirected,3
66,8,Undirected,1
8,66,Undirected,1
66,9,Undirected,1
9,66,Undirected,1
66,10,Undirected,1
10,66,Undirected,1
66,19,Undirected,1
19,66,Undirected,1
66,27,Undirected,2
27,66,Undirected,2
66,31,Undirected,1
31,66,Undirected,1
66,33,Undirected,1
33,66,Undirected,1
66,34,Undirected,1
34,66,Undirected,1
66,36,Undirected,1
36,66,Undirected,1
66,38,Undirected,1
38,66,Undirected,1
66,41,Undirected,3
41,66,Undirected,3
66,42,Undirected,2
42,66,Undirected,2
66,44,Undirected,1
44,66,Undirected,1
66,45,Undirected,4
45,66,Undirected,4
66,46,Undirected,3
46,66,Undirected,3
66,50,Undirected,1
50,66,Undirected,1
66,55,Undirected,3
55,66,Undirected,3
66,58,Undirected,1
58,66,Undirected,1
66,59,Undirected,1
59,66,Undirected,1
67,1,Undirected,6
1,67,Undirected,6
67,2,Undirected,6
2,67,Undirected,6
67,3,Undirected,5
3,67,Undirected,5
67,4,Undirected,2
4,67,Undirected,2
67,5,Undirected,2
5,67,Undirected,2
67,8,Undirected,1
8,67,Undirected,1
67,9,Undirected,1
9,67,Undirected,1
67,10,Undirected,1
10,67,Undirected,1
67,27,Undirected,5
27,67,Undirected,5
67,35,Undirected,3
35,67,Undirected,3
67,36,Undirected,1
36,67,Undirected,1
67,42,Undirected,2
42,67,Undirected,2
67,43,Undirected,1
43,67,Undirected,1
67,45,Undirected,1
45,67,Undirected,1
68,1,Undirected,4
1,68,Undirected,4
68,2,Undirected,3
2,68,Undirected,3
68,3,Undirected,3
3,68,Undirected,3
68,4,Undirected,3
4,68,Undirected,3
68,5,Undirected,2
5,68,Undirected,2
68,9,Undirected,1
9,68,Undirected,1
68,10,Undirected,1
10,68,Undirected,1
68,12,Undirected,1
12,68,Undirected,1
68,35,Undirected,4
35,68,Undirected,4
68,36,Undirected,1
36,68,Undirected,1
68,43,Undirected,2
43,68,Undirected,2
68,45,Undirected,1
45,68,Undirected,1
68,46,Undirected,1
46,68,Undirected,1
68,48,Undirected,1
48,68,Undirected,1
68,67,Undirected,1
67,68,Undirected,1
70,1,Undirected,12
1,70,Undirected,12
70,2,Undirected,10
2,70,Undirected,10
70,3,Undirected,11
3,70,Undirected,11
70,4,Undirected,11
4,70,Undirected,11
70,8,Undirected,2
8,70,Undirected,2
70,9,Undirected,2
9,70,Undirected,2
70,10,Undirected,2
10,70,Undirected,2
70,11,Undirected,1
11,70,Undirected,1
70,25,Undirected,2
25,70,Undirected,2
70,27,Undirected,3
27,70,Undirected,3
70,33,Undirected,1
33,70,Undirected,1
70,34,Undirected,1
34,70,Undirected,1
70,35,Undirected,8
35,70,Undirected,8
70,36,Undirected,3
36,70,Undirected,3
70,38,Undirected,2
38,70,Undirected,2
70,42,Undirected,1
42,70,Undirected,1
70,43,Undirected,3
43,70,Undirected,3
70,45,Undirected,5
45,70,Undirected,5
70,46,Undirected,2
46,70,Undirected,2
70,50,Undirected,2
50,70,Undirected,2
70,55,Undirected,4
55,70,Undirected,4
70,59,Undirected,1
59,70,Undirected,1
71,1,Undirected,21
1,71,Undirected,21
71,2,Undirected,15
2,71,Undirected,15
71,3,Undirected,12
3,71,Undirected,12
71,4,Undirected,11
4,71,Undirected,11
71,5,Undirected,2
5,71,Undirected,2
71,8,Undirected,1
8,71,Undirected,1
71,9,Undirected,2
9,71,Undirected,2
71,10,Undirected,1
10,71,Undirected,1
71,12,Undirected,1
12,71,Undirected,1
71,13,Undirected,2
13,71,Undirected,2
71,22,Undirected,1
22,71,Undirected,1
71,25,Undirected,1
25,71,Undirected,1
71,27,Undirected,8
27,71,Undirected,8
71,33,Undirected,1
33,71,Undirected,1
71,34,Undirected,3
34,71,Undirected,3
71,35,Undirected,5
35,71,Undirected,5
71,36,Undirected,6
36,71,Undirected,6
71,38,Undirected,2
38,71,Undirected,2
71,41,Undirected,2
41,71,Undirected,2
71,42,Undirected,4
42,71,Undirected,4
71,43,Undirected,3
43,71,Undirected,3
71,45,Undirected,5
45,71,Undirected,5
71,46,Undirected,4
46,71,Undirected,4
71,52,Undirected,1
52,71,Undirected,1
71,55,Undirected,4
55,71,Undirected,4
71,67,Undirected,1
67,71,Undirected,1
72,1,Undirected,1
1,72,Undirected,1
72,2,Undirected,1
2,72,Undirected,1
72,3,Undirected,1
3,72,Undirected,1
72,42,Undirected,1
42,72,Undirected,1
72,52,Undirected,1
52,72,Undirected,1
72,71,Undirected,1
71,72,Undirected,1
73,1,Undirected,9
1,73,Undirected,9
73,2,Undirected,8
2,73,Undirected,8
73,3,Undirected,8
3,73,Undirected,8
73,4,Undirected,8
4,73,Undirected,8
73,5,Undirected,5
5,73,Undirected,5
73,11,Undirected,1
11,73,Undirected,1
73,12,Undirected,1
12,73,Undirected,1
73,27,Undirected,1
27,73,Undirected,1
73,33,Undirected,2
33,73,Undirected,2
73,34,Undirected,2
34,73,Undirected,2
73,36,Undirected,5
36,73,Undirected,5
73,41,Undirected,1
41,73,Undirected,1
73,42,Undirected,1
42,73,Undirected,1
73,44,Undirected,1
44,73,Undirected,1
73,45,Undirected,3
45,73,Undirected,3
73,59,Undirected,1
59,73,Undirected,1
73,64,Undirected,1
64,73,Undirected,1
74,1,Undirected,2
1,74,Undirected,2
74,2,Undirected,2
2,74,Undirected,2
74,3,Undirected,2
3,74,Undirected,2
74,4,Undirected,2
4,74,Undirected,2
74,5,Undirected,1
5,74,Undirected,1
75,1,Undirected,49
1,75,Undirected,49
75,2,Undirected,44
2,75,Undirected,44
75,3,Undirected,42
3,75,Undirected,42
75,4,Undirected,46
4,75,Undirected,46
75,5,Undirected,10
5,75,Undirected,10
75,6,Undirected,1
6,75,Undirected,1
75,8,Undirected,3
8,75,Undirected,3
75,9,Undirected,7
9,75,Undirected,7
75,10,Undirected,3
10,75,Undirected,3
75,11,Undirected,1
11,75,Undirected,1
75,12,Undirected,7
12,75,Undirected,7
75,13,Undirected,2
13,75,Undirected,2
75,14,Undirected,1
14,75,Undirected,1
75,16,Undirected,1
16,75,Undirected,1
75,18,Undirected,1
18,75,Undirected,1
75,20,Undirected,1
20,75,Undirected,1
75,21,Undirected,1
21,75,Undirected,1
75,25,Undirected,3
25,75,Undirected,3
75,27,Undirected,13
27,75,Undirected,13
75,29,Undirected,1
29,75,Undirected,1
75,30,Undirected,1
30,75,Undirected,1
75,31,Undirected,1
31,75,Undirected,1
75,33,Undirected,8
33,75,Undirected,8
75,34,Undirected,11
34,75,Undirected,11
75,35,Undirected,15
35,75,Undirected,15
75,36,Undirected,7
36,75,Undirected,7
75,37,Undirected,1
37,75,Undirected,1
75,38,Undirected,6
38,75,Undirected,6
75,41,Undirected,6
41,75,Undirected,6
75,42,Undirected,14
42,75,Undirected,14
75,43,Undirected,8
43,75,Undirected,8
75,44,Undirected,6
44,75,Undirected,6
75,45,Undirected,12
45,75,Undirected,12
75,46,Undirected,17
46,75,Undirected,17
75,50,Undirected,7
50,75,Undirected,7
75,52,Undirected,2
52,75,Undirected,2
75,55,Undirected,10
55,75,Undirected,10
75,58,Undirected,2
58,75,Undirected,2
75,59,Undirected,5
59,75,Undirected,5
75,61,Undirected,1
61,75,Undirected,1
75,63,Undirected,1
63,75,Undirected,1
75,66,Undirected,1
66,75,Undirected,1
75,70,Undirected,1
70,75,Undirected,1
75,71,Undirected,4
71,75,Undirected,4
75,73,Undirected,1
73,75,Undirected,1
75,74,Undirected,1
74,75,Undirected,1
76,1,Undirected,2
1,76,Undirected,2
76,2,Undirected,2
2,76,Undirected,2
76,3,Undirected,2
3,76,Undirected,2
76,4,Undirected,2
4,76,Undirected,2
76,5,Undirected,1
5,76,Undirected,1
76,13,Undirected,2
13,76,Undirected,2
76,35,Undirected,1
35,76,Undirected,1
76,46,Undirected,1
46,76,Undirected,1
77,1,Undirected,2
1,77,Undirected,2
77,2,Undirected,2
2,77,Undirected,2
77,3,Undirected,2
3,77,Undirected,2
77,4,Undirected,2
4,77,Undirected,2
77,5,Undirected,1
5,77,Undirected,1
77,13,Undirected,2
13,77,Undirected,2
77,35,Undirected,1
35,77,Undirected,1
77,46,Undirected,1
46,77,Undirected,1
77,76,Undirected,2
76,77,Undirected,2
78,1,Undirected,2
1,78,Undirected,2
78,2,Undirected,1
2,78,Undirected,1
78,3,Undirected,2
3,78,Undirected,2
78,4,Undirected,1
4,78,Undirected,1
78,42,Undirected,1
42,78,Undirected,1
78,44,Undirected,1
44,78,Undirected,1
78,45,Undirected,1
45,78,Undirected,1
78,46,Undirected,1
46,78,Undirected,1
78,71,Undirected,1
71,78,Undirected,1
78,75,Undirected,1
75,78,Undirected,1
79,1,Undirected,3
1,79,Undirected,3
79,2,Undirected,2
2,79,Undirected,2
79,3,Undirected,2
3,79,Undirected,2
79,4,Undirected,1
4,79,Undirected,1
79,5,Undirected,1
5,79,Undirected,1
79,8,Undirected,1
8,79,Undirected,1
79,9,Undirected,2
9,79,Undirected,2
79,10,Undirected,1
10,79,Undirected,1
79,25,Undirected,1
25,79,Undirected,1
79,27,Undirected,1
27,79,Undirected,1
79,35,Undirected,1
35,79,Undirected,1
79,36,Undirected,2
36,79,Undirected,2
79,42,Undirected,1
42,79,Undirected,1
79,45,Undirected,1
45,79,Undirected,1
79,46,Undirected,1
46,79,Undirected,1
79,55,Undirected,1
55,79,Undirected,1
79,71,Undirected,3
71,79,Undirected,3
79,75,Undirected,1
75,79,Undirected,1
79,78,Undirected,1
78,79,Undirected,1
80,1,Undirected,41
1,80,Undirected,41
80,2,Undirected,30
2,80,Undirected,30
80,3,Undirected,37
3,80,Undirected,37
80,4,Undirected,36
4,80,Undirected,36
80,5,Undirected,12
5,80,Undirected,12
80,8,Undirected,4
8,80,Undirected,4
80,9,Undirected,4
9,80,Undirected,4
80,10,Undirected,4
10,80,Undirected,4
80,11,Undirected,5
11,80,Undirected,5
80,12,Undirected,4
12,80,Undirected,4
80,13,Undirected,1
13,80,Undirected,1
80,21,Undirected,2
21,80,Undirected,2
80,22,Undirected,1
22,80,Undirected,1
80,25,Undirected,1
25,80,Undirected,1
80,27,Undirected,10
27,80,Undirected,10
80,29,Undirected,2
29,80,Undirected,2
80,30,Undirected,1
30,80,Undirected,1
80,33,Undirected,6
33,80,Undirected,6
80,34,Undirected,11
34,80,Undirected,11
80,35,Undirected,13
35,80,Undirected,13
80,36,Undirected,8
36,80,Undirected,8
80,37,Undirected,1
37,80,Undirected,1
80,38,Undirected,5
38,80,Undirected,5
80,41,Undirected,2
41,80,Undirected,2
80,42,Undirected,11
42,80,Undirected,11
80,43,Undirected,3
43,80,Undirected,3
80,44,Undirected,1
44,80,Undirected,1
80,45,Undirected,12
45,80,Undirected,12
80,46,Undirected,11
46,80,Undirected,11
80,50,Undirected,1
50,80,Undirected,1
80,52,Undirected,1
52,80,Undirected,1
80,55,Undirected,3
55,80,Undirected,3
80,58,Undirected,3
58,80,Undirected,3
80,59,Undirected,3
59,80,Undirected,3
80,60,Undirected,2
60,80,Undirected,2
80,62,Undirected,1
62,80,Undirected,1
80,63,Undirected,1
63,80,Undirected,1
80,67,Undirected,1
67,80,Undirected,1
80,70,Undirected,1
70,80,Undirected,1
80,71,Undirected,2
71,80,Undirected,2
80,73,Undirected,1
73,80,Undirected,1
80,75,Undirected,5
75,80,Undirected,5
80,78,Undirected,2
78,80,Undirected,2
80,79,Undirected,1
79,80,Undirected,1
81,1,Undirected,4
1,81,Undirected,4
81,2,Undirected,2
2,81,Undirected,2
81,3,Undirected,3
3,81,Undirected,3
81,4,Undirected,4
4,81,Undirected,4
81,5,Undirected,1
5,81,Undirected,1
81,11,Undirected,1
11,81,Undirected,1
81,21,Undirected,1
21,81,Undirected,1
81,27,Undirected,1
27,81,Undirected,1
81,29,Undirected,1
29,81,Undirected,1
81,34,Undirected,2
34,81,Undirected,2
81,38,Undirected,1
38,81,Undirected,1
81,43,Undirected,1
43,81,Undirected,1
81,45,Undirected,1
45,81,Undirected,1
81,55,Undirected,2
55,81,Undirected,2
81,59,Undirected,1
59,81,Undirected,1
81,80,Undirected,1
80,81,Undirected,1
82,1,Undirected,1
1,82,Undirected,1
82,2,Undirected,1
2,82,Undirected,1
82,3,Undirected,2
3,82,Undirected,2
82,4,Undirected,1
4,82,Undirected,1
82,11,Undirected,1
11,82,Undirected,1
82,27,Undirected,1
27,82,Undirected,1
82,36,Undirected,1
36,82,Undirected,1
82,41,Undirected,2
41,82,Undirected,2
82,42,Undirected,1
42,82,Undirected,1
82,58,Undirected,1
58,82,Undirected,1
83,3,Undirected,1
3,83,Undirected,1
83,36,Undirected,1
36,83,Undirected,1
83,41,Undirected,1
41,83,Undirected,1
83,42,Undirected,1
42,83,Undirected,1
83,58,Undirected,1
58,83,Undirected,1
83,82,Undirected,1
82,83,Undirected,1
84,1,Undirected,4
1,84,Undirected,4
84,2,Undirected,4
2,84,Undirected,4
84,3,Undirected,5
3,84,Undirected,5
84,4,Undirected,4
4,84,Undirected,4
84,5,Undirected,1
5,84,Undirected,1
84,9,Undirected,1
9,84,Undirected,1
84,25,Undirected,2
25,84,Undirected,2
84,27,Undirected,1
27,84,Undirected,1
84,34,Undirected,1
34,84,Undirected,1
84,36,Undirected,2
36,84,Undirected,2
84,41,Undirected,1
41,84,Undirected,1
84,42,Undirected,3
42,84,Undirected,3
84,43,Undirected,1
43,84,Undirected,1
84,46,Undirected,1
46,84,Undirected,1
84,50,Undirected,1
50,84,Undirected,1
84,55,Undirected,1
55,84,Undirected,1
84,58,Undirected,1
58,84,Undirected,1
84,59,Undirected,1
59,84,Undirected,1
84,71,Undirected,1
71,84,Undirected,1
84,75,Undirected,1
75,84,Undirected,1
84,82,Undirected,1
82,84,Undirected,1
84,83,Undirected,1
83,84,Undirected,1
85,1,Undirected,1
1,85,Undirected,1
85,3,Undirected,1
3,85,Undirected,1
85,36,Undirected,1
36,85,Undirected,1
86,1,Undirected,1
1,86,Undirected,1
86,3,Undirected,1
3,86,Undirected,1
86,36,Undirected,1
36,86,Undirected,1
86,85,Undirected,1
85,86,Undirected,1
87,1,Undirected,3
1,87,Undirected,3
87,2,Undirected,2
2,87,Undirected,2
87,4,Undirected,1
4,87,Undirected,1
87,5,Undirected,1
5,87,Undirected,1
87,13,Undirected,1
13,87,Undirected,1
87,27,Undirected,2
27,87,Undirected,2
87,33,Undirected,1
33,87,Undirected,1
87,34,Undirected,1
34,87,Undirected,1
87,35,Undirected,1
35,87,Undirected,1
87,36,Undirected,1
36,87,Undirected,1
87,43,Undirected,1
43,87,Undirected,1
87,50,Undirected,1
50,87,Undirected,1
87,71,Undirected,1
71,87,Undirected,1
88,1,Undirected,8
1,88,Undirected,8
88,2,Undirected,6
2,88,Undirected,6
88,3,Undirected,5
3,88,Undirected,5
88,4,Undirected,6
4,88,Undirected,6
88,5,Undirected,2
5,88,Undirected,2
88,8,Undirected,1
8,88,Undirected,1
88,9,Undirected,1
9,88,Undirected,1
88,10,Undirected,1
10,88,Undirected,1
88,27,Undirected,2
27,88,Undirected,2
88,29,Undirected,1
29,88,Undirected,1
88,33,Undirected,1
33,88,Undirected,1
88,34,Undirected,2
34,88,Undirected,2
88,35,Undirected,1
35,88,Undirected,1
88,36,Undirected,2
36,88,Undirected,2
88,42,Undirected,3
42,88,Undirected,3
88,44,Undirected,1
44,88,Undirected,1
88,50,Undirected,1
50,88,Undirected,1
88,57,Undirected,1
57,88,Undirected,1
88,58,Undirected,1
58,88,Undirected,1
88,61,Undirected,1
61,88,Undirected,1
